id,url,head_code,name
536,https://icd.who.int/browse10/2019/en#/G50-G59,G58,Other mononeuropathies
537,https://icd.who.int/browse10/2019/en#/G50-G59,G59,Mononeuropathy in diseases classified elsewhere
538,https://icd.who.int/browse10/2019/en#/G60-G64,G60,Hereditary and idiopathic neuropathy
539,https://icd.who.int/browse10/2019/en#/G60-G64,G61,Inflammatory polyneuropathy
540,https://icd.who.int/browse10/2019/en#/G60-G64,G62,Other polyneuropathies
541,https://icd.who.int/browse10/2019/en#/G60-G64,G63,Polyneuropathy in diseases classified elsewhere
542,https://icd.who.int/browse10/2019/en#/G60-G64,G64,Other disorders of peripheral nervous system
543,https://icd.who.int/browse10/2019/en#/G70-G73,G70,Myasthenia gravis and other myoneural disorders
544,https://icd.who.int/browse10/2019/en#/G70-G73,G71,Primary disorders of muscles
545,https://icd.who.int/browse10/2019/en#/G70-G73,G72,Other myopathies
546,https://icd.who.int/browse10/2019/en#/G70-G73,G73,Disorders of myoneural junction and muscle in diseases classified elsewhere
547,https://icd.who.int/browse10/2019/en#/G80-G83,G80,Cerebral palsy
548,https://icd.who.int/browse10/2019/en#/G80-G83,G81,Hemiplegia
549,https://icd.who.int/browse10/2019/en#/G80-G83,G82,Paraplegia and tetraplegia
550,https://icd.who.int/browse10/2019/en#/G80-G83,G83,Other paralytic syndromes
551,https://icd.who.int/browse10/2019/en#/G90-G99,G90,Disorders of autonomic nervous system
552,https://icd.who.int/browse10/2019/en#/G90-G99,G91,Hydrocephalus
553,https://icd.who.int/browse10/2019/en#/G90-G99,G92,Toxic encephalopathy
554,https://icd.who.int/browse10/2019/en#/G90-G99,G93,Other disorders of brain
555,https://icd.who.int/browse10/2019/en#/G90-G99,G94,Other disorders of brain in diseases classified elsewhere
556,https://icd.who.int/browse10/2019/en#/G90-G99,G95,Other diseases of spinal cord
557,https://icd.who.int/browse10/2019/en#/G90-G99,G96,Other disorders of central nervous system
558,https://icd.who.int/browse10/2019/en#/G90-G99,G97,"Postprocedural disorders of nervous system, not elsewhere classified"
559,https://icd.who.int/browse10/2019/en#/G90-G99,G98,"Other disorders of nervous system, not elsewhere classified"
560,https://icd.who.int/browse10/2019/en#/G90-G99,G99,Other disorders of nervous system in diseases classified elsewhere
561,https://icd.who.int/browse10/2019/en#/H00-H06,H00,Hordeolum and chalazion
562,https://icd.who.int/browse10/2019/en#/H00-H06,H01,Other inflammation of eyelid
563,https://icd.who.int/browse10/2019/en#/H00-H06,H02,Other disorders of eyelid
564,https://icd.who.int/browse10/2019/en#/H00-H06,H03,Disorders of eyelid in diseases classified elsewhere
565,https://icd.who.int/browse10/2019/en#/H00-H06,H04,Disorders of lacrimal system
566,https://icd.who.int/browse10/2019/en#/H00-H06,H05,Disorders of orbit
567,https://icd.who.int/browse10/2019/en#/H00-H06,H06,Disorders of lacrimal system and orbit in diseases classified elsewhere
568,https://icd.who.int/browse10/2019/en#/H10-H13,H10,Conjunctivitis
569,https://icd.who.int/browse10/2019/en#/H10-H13,H11,Other disorders of conjunctiva
570,https://icd.who.int/browse10/2019/en#/H10-H13,H13,Disorders of conjunctiva in diseases classified elsewhere
571,https://icd.who.int/browse10/2019/en#/H15-H22,H15,Disorders of sclera
572,https://icd.who.int/browse10/2019/en#/H15-H22,H16,Keratitis
573,https://icd.who.int/browse10/2019/en#/H15-H22,H17,Corneal scars and opacities
574,https://icd.who.int/browse10/2019/en#/H15-H22,H18,Other disorders of cornea
575,https://icd.who.int/browse10/2019/en#/H15-H22,H19,Disorders of sclera and cornea in diseases classified elsewhere
576,https://icd.who.int/browse10/2019/en#/H15-H22,H20,Iridocyclitis
577,https://icd.who.int/browse10/2019/en#/H15-H22,H21,Other disorders of iris and ciliary body
578,https://icd.who.int/browse10/2019/en#/H15-H22,H22,Disorders of iris and ciliary body in diseases classified elsewhere
579,https://icd.who.int/browse10/2019/en#/H25-H28,H25,Senile cataract
580,https://icd.who.int/browse10/2019/en#/H25-H28,H26,Other cataract
581,https://icd.who.int/browse10/2019/en#/H25-H28,H27,Other disorders of lens
582,https://icd.who.int/browse10/2019/en#/H25-H28,H28,Cataract and other disorders of lens in diseases classified elsewhere
583,https://icd.who.int/browse10/2019/en#/H30-H36,H30,Chorioretinal inflammation
584,https://icd.who.int/browse10/2019/en#/H30-H36,H31,Other disorders of choroid
585,https://icd.who.int/browse10/2019/en#/H30-H36,H32,Chorioretinal disorders in diseases classified elsewhere
586,https://icd.who.int/browse10/2019/en#/H30-H36,H33,Retinal detachments and breaks
587,https://icd.who.int/browse10/2019/en#/H30-H36,H34,Retinal vascular occlusions
588,https://icd.who.int/browse10/2019/en#/H30-H36,H35,Other retinal disorders
589,https://icd.who.int/browse10/2019/en#/H30-H36,H36,Retinal disorders in diseases classified elsewhere
590,https://icd.who.int/browse10/2019/en#/H40-H42,H40,Glaucoma
591,https://icd.who.int/browse10/2019/en#/H40-H42,H42,Glaucoma in diseases classified elsewhere
592,https://icd.who.int/browse10/2019/en#/H43-H45,H43,Disorders of vitreous body
593,https://icd.who.int/browse10/2019/en#/H43-H45,H44,Disorders of globe
594,https://icd.who.int/browse10/2019/en#/H43-H45,H45,Disorders of vitreous body and globe in diseases classified elsewhere
595,https://icd.who.int/browse10/2019/en#/H46-H48,H46,Optic neuritis
596,https://icd.who.int/browse10/2019/en#/H46-H48,H47,Other disorders of optic [2nd] nerve and visual pathways
597,https://icd.who.int/browse10/2019/en#/H46-H48,H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere
598,https://icd.who.int/browse10/2019/en#/H49-H52,H49,Paralytic strabismus
599,https://icd.who.int/browse10/2019/en#/H49-H52,H50,Other strabismus
600,https://icd.who.int/browse10/2019/en#/H49-H52,H51,Other disorders of binocular movement
601,https://icd.who.int/browse10/2019/en#/H49-H52,H52,Disorders of refraction and accommodation
602,https://icd.who.int/browse10/2019/en#/H53-H54,H53,Visual disturbances
603,https://icd.who.int/browse10/2019/en#/H53-H54,H54,Visual impairment including blindness (binocular or monocular)
604,https://icd.who.int/browse10/2019/en#/H55-H59,H55,Nystagmus and other irregular eye movements
605,https://icd.who.int/browse10/2019/en#/H55-H59,H57,Other disorders of eye and adnexa
606,https://icd.who.int/browse10/2019/en#/H55-H59,H58,Other disorders of eye and adnexa in diseases classified elsewhere
607,https://icd.who.int/browse10/2019/en#/H55-H59,H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified"
608,https://icd.who.int/browse10/2019/en#/H60-H62,H60,Otitis externa
609,https://icd.who.int/browse10/2019/en#/H60-H62,H61,Other disorders of external ear
610,https://icd.who.int/browse10/2019/en#/H60-H62,H62,Disorders of external ear in diseases classified elsewhere
611,https://icd.who.int/browse10/2019/en#/H65-H75,H65,Nonsuppurative otitis media
612,https://icd.who.int/browse10/2019/en#/H65-H75,H66,Suppurative and unspecified otitis media
613,https://icd.who.int/browse10/2019/en#/H65-H75,H67,Otitis media in diseases classified elsewhere
614,https://icd.who.int/browse10/2019/en#/H65-H75,H68,Eustachian salpingitis and obstruction
615,https://icd.who.int/browse10/2019/en#/H65-H75,H69,Other disorders of Eustachian tube
616,https://icd.who.int/browse10/2019/en#/H65-H75,H70,Mastoiditis and related conditions
617,https://icd.who.int/browse10/2019/en#/H65-H75,H71,Cholesteatoma of middle ear
618,https://icd.who.int/browse10/2019/en#/H65-H75,H72,Perforation of tympanic membrane
619,https://icd.who.int/browse10/2019/en#/H65-H75,H73,Other disorders of tympanic membrane
620,https://icd.who.int/browse10/2019/en#/H65-H75,H74,Other disorders of middle ear and mastoid
621,https://icd.who.int/browse10/2019/en#/H65-H75,H75,Other disorders of middle ear and mastoid in diseases classified elsewhere
622,https://icd.who.int/browse10/2019/en#/H80-H83,H80,Otosclerosis
623,https://icd.who.int/browse10/2019/en#/H80-H83,H81,Disorders of vestibular function
624,https://icd.who.int/browse10/2019/en#/H80-H83,H82,Vertiginous syndromes in diseases classified elsewhere
625,https://icd.who.int/browse10/2019/en#/H80-H83,H83,Other diseases of inner ear
626,https://icd.who.int/browse10/2019/en#/H90-H95,H90,Conductive and sensorineural hearing loss
627,https://icd.who.int/browse10/2019/en#/H90-H95,H91,Other hearing loss
628,https://icd.who.int/browse10/2019/en#/H90-H95,H92,Otalgia and effusion of ear
629,https://icd.who.int/browse10/2019/en#/H90-H95,H93,"Other disorders of ear, not elsewhere classified"
630,https://icd.who.int/browse10/2019/en#/H90-H95,H94,Other disorders of ear in diseases classified elsewhere
631,https://icd.who.int/browse10/2019/en#/H90-H95,H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified"
632,https://icd.who.int/browse10/2019/en#/I00-I02,I00,Rheumatic fever without mention of heart involvement
633,https://icd.who.int/browse10/2019/en#/I00-I02,I01,Rheumatic fever with heart involvement
634,https://icd.who.int/browse10/2019/en#/I00-I02,I02,Rheumatic chorea
635,https://icd.who.int/browse10/2019/en#/I05-I09,I05,Rheumatic mitral valve diseases
636,https://icd.who.int/browse10/2019/en#/I05-I09,I06,Rheumatic aortic valve diseases
637,https://icd.who.int/browse10/2019/en#/I05-I09,I07,Rheumatic tricuspid valve diseases
638,https://icd.who.int/browse10/2019/en#/I05-I09,I08,Multiple valve diseases
639,https://icd.who.int/browse10/2019/en#/I05-I09,I09,Other rheumatic heart diseases
640,https://icd.who.int/browse10/2019/en#/I10-I15,I10,Essential (primary) hypertension
641,https://icd.who.int/browse10/2019/en#/I10-I15,I11,Hypertensive heart disease
642,https://icd.who.int/browse10/2019/en#/I10-I15,I12,Hypertensive renal disease
643,https://icd.who.int/browse10/2019/en#/I10-I15,I13,Hypertensive heart and renal disease
644,https://icd.who.int/browse10/2019/en#/I10-I15,I15,Secondary hypertension
645,https://icd.who.int/browse10/2019/en#/I20-I25,I20,Angina pectoris
646,https://icd.who.int/browse10/2019/en#/I20-I25,I21,Acute myocardial infarction
647,https://icd.who.int/browse10/2019/en#/I20-I25,I22,Subsequent myocardial infarction
648,https://icd.who.int/browse10/2019/en#/I20-I25,I23,Certain current complications following acute myocardial infarction
649,https://icd.who.int/browse10/2019/en#/I20-I25,I24,Other acute ischaemic heart diseases
650,https://icd.who.int/browse10/2019/en#/I20-I25,I25,Chronic ischaemic heart disease
651,https://icd.who.int/browse10/2019/en#/I26-I28,I26,Pulmonary embolism
652,https://icd.who.int/browse10/2019/en#/I26-I28,I27,Other pulmonary heart diseases
653,https://icd.who.int/browse10/2019/en#/I26-I28,I28,Other diseases of pulmonary vessels
654,https://icd.who.int/browse10/2019/en#/I30-I52,I30,Acute pericarditis
655,https://icd.who.int/browse10/2019/en#/I30-I52,I31,Other diseases of pericardium
656,https://icd.who.int/browse10/2019/en#/I30-I52,I32,Pericarditis in diseases classified elsewhere
657,https://icd.who.int/browse10/2019/en#/I30-I52,I33,Acute and subacute endocarditis
658,https://icd.who.int/browse10/2019/en#/I30-I52,I34,Nonrheumatic mitral valve disorders
659,https://icd.who.int/browse10/2019/en#/I30-I52,I35,Nonrheumatic aortic valve disorders
660,https://icd.who.int/browse10/2019/en#/I30-I52,I36,Nonrheumatic tricuspid valve disorders
661,https://icd.who.int/browse10/2019/en#/I30-I52,I37,Pulmonary valve disorders
662,https://icd.who.int/browse10/2019/en#/I30-I52,I38,"Endocarditis, valve unspecified"
663,https://icd.who.int/browse10/2019/en#/I30-I52,I39,Endocarditis and heart valve disorders in diseases classified elsewhere
664,https://icd.who.int/browse10/2019/en#/I30-I52,I40,Acute myocarditis
665,https://icd.who.int/browse10/2019/en#/I30-I52,I41,Myocarditis in diseases classified elsewhere
666,https://icd.who.int/browse10/2019/en#/I30-I52,I42,Cardiomyopathy
667,https://icd.who.int/browse10/2019/en#/I30-I52,I43,Cardiomyopathy in diseases classified elsewhere
668,https://icd.who.int/browse10/2019/en#/I30-I52,I44,Atrioventricular and left bundle-branch block
669,https://icd.who.int/browse10/2019/en#/I30-I52,I45,Other conduction disorders
670,https://icd.who.int/browse10/2019/en#/I30-I52,I46,Cardiac arrest
671,https://icd.who.int/browse10/2019/en#/I30-I52,I47,Paroxysmal tachycardia
672,https://icd.who.int/browse10/2019/en#/I30-I52,I48,Atrial fibrillation and flutter
673,https://icd.who.int/browse10/2019/en#/I30-I52,I49,Other cardiac arrhythmias
674,https://icd.who.int/browse10/2019/en#/I30-I52,I50,Heart failure
675,https://icd.who.int/browse10/2019/en#/I30-I52,I51,Complications and ill-defined descriptions of heart disease
676,https://icd.who.int/browse10/2019/en#/I30-I52,I52,Other heart disorders in diseases classified elsewhere
677,https://icd.who.int/browse10/2019/en#/I60-I69,I60,Subarachnoid haemorrhage
678,https://icd.who.int/browse10/2019/en#/I60-I69,I61,Intracerebral haemorrhage
679,https://icd.who.int/browse10/2019/en#/I60-I69,I62,Other nontraumatic intracranial haemorrhage
680,https://icd.who.int/browse10/2019/en#/I60-I69,I63,Cerebral infarction
681,https://icd.who.int/browse10/2019/en#/I60-I69,I64,"Stroke, not specified as haemorrhage or infarction"
682,https://icd.who.int/browse10/2019/en#/I60-I69,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
683,https://icd.who.int/browse10/2019/en#/I60-I69,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
684,https://icd.who.int/browse10/2019/en#/I60-I69,I67,Other cerebrovascular diseases
685,https://icd.who.int/browse10/2019/en#/I60-I69,I68,Cerebrovascular disorders in diseases classified elsewhere
686,https://icd.who.int/browse10/2019/en#/I60-I69,I69,Sequelae of cerebrovascular disease
687,https://icd.who.int/browse10/2019/en#/I70-I79,I70,Atherosclerosis
688,https://icd.who.int/browse10/2019/en#/I70-I79,I71,Aortic aneurysm and dissection
689,https://icd.who.int/browse10/2019/en#/I70-I79,I72,Other aneurysm and dissection
690,https://icd.who.int/browse10/2019/en#/I70-I79,I73,Other peripheral vascular diseases
691,https://icd.who.int/browse10/2019/en#/I70-I79,I74,Arterial embolism and thrombosis
692,https://icd.who.int/browse10/2019/en#/I70-I79,I77,Other disorders of arteries and arterioles
693,https://icd.who.int/browse10/2019/en#/I70-I79,I78,Diseases of capillaries
694,https://icd.who.int/browse10/2019/en#/I70-I79,I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
695,https://icd.who.int/browse10/2019/en#/I80-I89,I80,Phlebitis and thrombophlebitis
696,https://icd.who.int/browse10/2019/en#/I80-I89,I81,Portal vein thrombosis
697,https://icd.who.int/browse10/2019/en#/I80-I89,I82,Other venous embolism and thrombosis
698,https://icd.who.int/browse10/2019/en#/I80-I89,I83,Varicose veins of lower extremities
699,https://icd.who.int/browse10/2019/en#/I80-I89,I85,Oesophageal varices
700,https://icd.who.int/browse10/2019/en#/I80-I89,I86,Varicose veins of other sites
701,https://icd.who.int/browse10/2019/en#/I80-I89,I87,Other disorders of veins
702,https://icd.who.int/browse10/2019/en#/I80-I89,I88,Nonspecific lymphadenitis
703,https://icd.who.int/browse10/2019/en#/I80-I89,I89,Other noninfective disorders of lymphatic vessels and lymph nodes
704,https://icd.who.int/browse10/2019/en#/I95-I99,I95,Hypotension
705,https://icd.who.int/browse10/2019/en#/I95-I99,I97,"Postprocedural disorders of circulatory system, not elsewhere classified"
706,https://icd.who.int/browse10/2019/en#/I95-I99,I98,Other disorders of circulatory system in diseases classified elsewhere
707,https://icd.who.int/browse10/2019/en#/I95-I99,I99,Other and unspecified disorders of circulatory system
708,https://icd.who.int/browse10/2019/en#/J00-J06,J00,Acute nasopharyngitis [common cold]
709,https://icd.who.int/browse10/2019/en#/J00-J06,J01,Acute sinusitis
710,https://icd.who.int/browse10/2019/en#/J00-J06,J02,Acute pharyngitis
711,https://icd.who.int/browse10/2019/en#/J00-J06,J03,Acute tonsillitis
712,https://icd.who.int/browse10/2019/en#/J00-J06,J04,Acute laryngitis and tracheitis
713,https://icd.who.int/browse10/2019/en#/J00-J06,J05,Acute obstructive laryngitis [croup] and epiglottitis
714,https://icd.who.int/browse10/2019/en#/J00-J06,J06,Acute upper respiratory infections of multiple and unspecified sites
715,https://icd.who.int/browse10/2019/en#/J09-J18,J09,Influenza due to identified zoonotic or pandemic influenza virus
716,https://icd.who.int/browse10/2019/en#/J09-J18,J10,Influenza due to identified seasonal influenza virus
717,https://icd.who.int/browse10/2019/en#/J09-J18,J11,"Influenza, virus not identified"
718,https://icd.who.int/browse10/2019/en#/J09-J18,J12,"Viral pneumonia, not elsewhere classified"
719,https://icd.who.int/browse10/2019/en#/J09-J18,J13,Pneumonia due to Streptococcus pneumoniae
720,https://icd.who.int/browse10/2019/en#/J09-J18,J14,Pneumonia due to Haemophilus influenzae
721,https://icd.who.int/browse10/2019/en#/J09-J18,J15,"Bacterial pneumonia, not elsewhere classified"
722,https://icd.who.int/browse10/2019/en#/J09-J18,J16,"Pneumonia due to other infectious organisms, not elsewhere classified"
723,https://icd.who.int/browse10/2019/en#/J09-J18,J17,Pneumonia in diseases classified elsewhere
724,https://icd.who.int/browse10/2019/en#/J09-J18,J18,"Pneumonia, organism unspecified"
725,https://icd.who.int/browse10/2019/en#/J20-J22,J20,Acute bronchitis
726,https://icd.who.int/browse10/2019/en#/J20-J22,J21,Acute bronchiolitis
727,https://icd.who.int/browse10/2019/en#/J20-J22,J22,Unspecified acute lower respiratory infection
728,https://icd.who.int/browse10/2019/en#/J30-J39,J30,Vasomotor and allergic rhinitis
729,https://icd.who.int/browse10/2019/en#/J30-J39,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis"
730,https://icd.who.int/browse10/2019/en#/J30-J39,J32,Chronic sinusitis
731,https://icd.who.int/browse10/2019/en#/J30-J39,J33,Nasal polyp
732,https://icd.who.int/browse10/2019/en#/J30-J39,J34,Other disorders of nose and nasal sinuses
733,https://icd.who.int/browse10/2019/en#/J30-J39,J35,Chronic diseases of tonsils and adenoids
734,https://icd.who.int/browse10/2019/en#/J30-J39,J36,Peritonsillar abscess
735,https://icd.who.int/browse10/2019/en#/J30-J39,J37,Chronic laryngitis and laryngotracheitis
736,https://icd.who.int/browse10/2019/en#/J30-J39,J38,"Diseases of vocal cords and larynx, not elsewhere classified"
737,https://icd.who.int/browse10/2019/en#/J30-J39,J39,Other diseases of upper respiratory tract
738,https://icd.who.int/browse10/2019/en#/J40-J47,J40,"Bronchitis, not specified as acute or chronic"
739,https://icd.who.int/browse10/2019/en#/J40-J47,J41,Simple and mucopurulent chronic bronchitis
740,https://icd.who.int/browse10/2019/en#/J40-J47,J42,Unspecified chronic bronchitis
741,https://icd.who.int/browse10/2019/en#/J40-J47,J43,Emphysema
742,https://icd.who.int/browse10/2019/en#/J40-J47,J44,Other chronic obstructive pulmonary disease
743,https://icd.who.int/browse10/2019/en#/J40-J47,J45,Asthma
744,https://icd.who.int/browse10/2019/en#/J40-J47,J46,Status asthmaticus
745,https://icd.who.int/browse10/2019/en#/J40-J47,J47,Bronchiectasis
746,https://icd.who.int/browse10/2019/en#/J60-J70,J60,Coalworker pneumoconiosis
747,https://icd.who.int/browse10/2019/en#/J60-J70,J61,Pneumoconiosis due to asbestos and other mineral fibres
748,https://icd.who.int/browse10/2019/en#/J60-J70,J62,Pneumoconiosis due to dust containing silica
749,https://icd.who.int/browse10/2019/en#/J60-J70,J63,Pneumoconiosis due to other inorganic dusts
750,https://icd.who.int/browse10/2019/en#/J60-J70,J64,Unspecified pneumoconiosis
751,https://icd.who.int/browse10/2019/en#/J60-J70,J65,Pneumoconiosis associated with tuberculosis
752,https://icd.who.int/browse10/2019/en#/J60-J70,J66,Airway disease due to specific organic dust
753,https://icd.who.int/browse10/2019/en#/J60-J70,J67,Hypersensitivity pneumonitis due to organic dust
754,https://icd.who.int/browse10/2019/en#/J60-J70,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"
755,https://icd.who.int/browse10/2019/en#/J60-J70,J69,Pneumonitis due to solids and liquids
756,https://icd.who.int/browse10/2019/en#/J60-J70,J70,Respiratory conditions due to other external agents
757,https://icd.who.int/browse10/2019/en#/J80-J84,J80,Adult respiratory distress syndrome
758,https://icd.who.int/browse10/2019/en#/J80-J84,J81,Pulmonary oedema
759,https://icd.who.int/browse10/2019/en#/J80-J84,J82,"Pulmonary eosinophilia, not elsewhere classified"
760,https://icd.who.int/browse10/2019/en#/J80-J84,J84,Other interstitial pulmonary diseases
761,https://icd.who.int/browse10/2019/en#/J85-J86,J85,Abscess of lung and mediastinum
762,https://icd.who.int/browse10/2019/en#/J85-J86,J86,Pyothorax
763,https://icd.who.int/browse10/2019/en#/J90-J94,J90,"Pleural effusion, not elsewhere classified"
764,https://icd.who.int/browse10/2019/en#/J90-J94,J91,Pleural effusion in conditions classified elsewhere
765,https://icd.who.int/browse10/2019/en#/J90-J94,J92,Pleural plaque
766,https://icd.who.int/browse10/2019/en#/J90-J94,J93,Pneumothorax
767,https://icd.who.int/browse10/2019/en#/J90-J94,J94,Other pleural conditions
768,https://icd.who.int/browse10/2019/en#/J95-J99,J95,"Postprocedural respiratory disorders, not elsewhere classified"
769,https://icd.who.int/browse10/2019/en#/J95-J99,J96,"Respiratory failure, not elsewhere classified"
770,https://icd.who.int/browse10/2019/en#/J95-J99,J98,Other respiratory disorders
771,https://icd.who.int/browse10/2019/en#/J95-J99,J99,Respiratory disorders in diseases classified elsewhere
772,https://icd.who.int/browse10/2019/en#/K00-K14,K00,Disorders of tooth development and eruption
773,https://icd.who.int/browse10/2019/en#/K00-K14,K01,Embedded and impacted teeth
774,https://icd.who.int/browse10/2019/en#/K00-K14,K02,Dental caries
775,https://icd.who.int/browse10/2019/en#/K00-K14,K03,Other diseases of hard tissues of teeth
776,https://icd.who.int/browse10/2019/en#/K00-K14,K04,Diseases of pulp and periapical tissues
777,https://icd.who.int/browse10/2019/en#/K00-K14,K05,Gingivitis and periodontal diseases
778,https://icd.who.int/browse10/2019/en#/K00-K14,K06,Other disorders of gingiva and edentulous alveolar ridge
779,https://icd.who.int/browse10/2019/en#/K00-K14,K07,Dentofacial anomalies [including malocclusion]
780,https://icd.who.int/browse10/2019/en#/K00-K14,K08,Other disorders of teeth and supporting structures
781,https://icd.who.int/browse10/2019/en#/K00-K14,K09,"Cysts of oral region, not elsewhere classified"
782,https://icd.who.int/browse10/2019/en#/K00-K14,K10,Other diseases of jaws
783,https://icd.who.int/browse10/2019/en#/K00-K14,K11,Diseases of salivary glands
784,https://icd.who.int/browse10/2019/en#/K00-K14,K12,Stomatitis and related lesions
785,https://icd.who.int/browse10/2019/en#/K00-K14,K13,Other diseases of lip and oral mucosa
786,https://icd.who.int/browse10/2019/en#/K00-K14,K14,Diseases of tongue
787,https://icd.who.int/browse10/2019/en#/K20-K31,K20,Oesophagitis
788,https://icd.who.int/browse10/2019/en#/K20-K31,K21,Gastro-oesophageal reflux disease
789,https://icd.who.int/browse10/2019/en#/K20-K31,K22,Other diseases of oesophagus
790,https://icd.who.int/browse10/2019/en#/K20-K31,K23,Disorders of oesophagus in diseases classified elsewhere
791,https://icd.who.int/browse10/2019/en#/K20-K31,K25,Gastric ulcer
792,https://icd.who.int/browse10/2019/en#/K20-K31,K26,Duodenal ulcer
793,https://icd.who.int/browse10/2019/en#/K20-K31,K27,"Peptic ulcer, site unspecified"
794,https://icd.who.int/browse10/2019/en#/K20-K31,K28,Gastrojejunal ulcer
795,https://icd.who.int/browse10/2019/en#/K20-K31,K29,Gastritis and duodenitis
796,https://icd.who.int/browse10/2019/en#/K20-K31,K30,Functional dyspepsia
797,https://icd.who.int/browse10/2019/en#/K20-K31,K31,Other diseases of stomach and duodenum
798,https://icd.who.int/browse10/2019/en#/K35-K38,K35,Acute appendicitis
799,https://icd.who.int/browse10/2019/en#/K35-K38,K36,Other appendicitis
800,https://icd.who.int/browse10/2019/en#/K35-K38,K37,Unspecified appendicitis
801,https://icd.who.int/browse10/2019/en#/K35-K38,K38,Other diseases of appendix
802,https://icd.who.int/browse10/2019/en#/K40-K46,K40,Inguinal hernia
803,https://icd.who.int/browse10/2019/en#/K40-K46,K41,Femoral hernia
804,https://icd.who.int/browse10/2019/en#/K40-K46,K42,Umbilical hernia
805,https://icd.who.int/browse10/2019/en#/K40-K46,K43,Ventral hernia
806,https://icd.who.int/browse10/2019/en#/K40-K46,K44,Diaphragmatic hernia
807,https://icd.who.int/browse10/2019/en#/K40-K46,K45,Other abdominal hernia
808,https://icd.who.int/browse10/2019/en#/K40-K46,K46,Unspecified abdominal hernia
809,https://icd.who.int/browse10/2019/en#/K50-K52,K50,Crohn disease [regional enteritis]
810,https://icd.who.int/browse10/2019/en#/K50-K52,K51,Ulcerative colitis
811,https://icd.who.int/browse10/2019/en#/K50-K52,K52,Other noninfective gastroenteritis and colitis
812,https://icd.who.int/browse10/2019/en#/K55-K64,K55,Vascular disorders of intestine
813,https://icd.who.int/browse10/2019/en#/K55-K64,K56,Paralytic ileus and intestinal obstruction without hernia
814,https://icd.who.int/browse10/2019/en#/K55-K64,K57,Diverticular disease of intestine
815,https://icd.who.int/browse10/2019/en#/K55-K64,K58,Irritable bowel syndrome
816,https://icd.who.int/browse10/2019/en#/K55-K64,K59,Other functional intestinal disorders
817,https://icd.who.int/browse10/2019/en#/K55-K64,K60,Fissure and fistula of anal and rectal regions
818,https://icd.who.int/browse10/2019/en#/K55-K64,K61,Abscess of anal and rectal regions
819,https://icd.who.int/browse10/2019/en#/K55-K64,K62,Other diseases of anus and rectum
820,https://icd.who.int/browse10/2019/en#/K55-K64,K63,Other diseases of intestine
821,https://icd.who.int/browse10/2019/en#/K55-K64,K64,Haemorrhoids and perianal venous thrombosis
822,https://icd.who.int/browse10/2019/en#/K65-K67,K65,Peritonitis
823,https://icd.who.int/browse10/2019/en#/K65-K67,K66,Other disorders of peritoneum
824,https://icd.who.int/browse10/2019/en#/K65-K67,K67,Disorders of peritoneum in infectious diseases classified elsewhere
825,https://icd.who.int/browse10/2019/en#/K70-K77,K70,Alcoholic liver disease
826,https://icd.who.int/browse10/2019/en#/K70-K77,K71,Toxic liver disease
827,https://icd.who.int/browse10/2019/en#/K70-K77,K72,"Hepatic failure, not elsewhere classified"
828,https://icd.who.int/browse10/2019/en#/K70-K77,K73,"Chronic hepatitis, not elsewhere classified"
829,https://icd.who.int/browse10/2019/en#/K70-K77,K74,Fibrosis and cirrhosis of liver
830,https://icd.who.int/browse10/2019/en#/K70-K77,K75,Other inflammatory liver diseases
831,https://icd.who.int/browse10/2019/en#/K70-K77,K76,Other diseases of liver
832,https://icd.who.int/browse10/2019/en#/K70-K77,K77,Liver disorders in diseases classified elsewhere
833,https://icd.who.int/browse10/2019/en#/K80-K87,K80,Cholelithiasis
834,https://icd.who.int/browse10/2019/en#/K80-K87,K81,Cholecystitis
835,https://icd.who.int/browse10/2019/en#/K80-K87,K82,Other diseases of gallbladder
836,https://icd.who.int/browse10/2019/en#/K80-K87,K83,Other diseases of biliary tract
837,https://icd.who.int/browse10/2019/en#/K80-K87,K85,Acute pancreatitis
838,https://icd.who.int/browse10/2019/en#/K80-K87,K86,Other diseases of pancreas
839,https://icd.who.int/browse10/2019/en#/K80-K87,K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
840,https://icd.who.int/browse10/2019/en#/K90-K93,K90,Intestinal malabsorption
841,https://icd.who.int/browse10/2019/en#/K90-K93,K91,"Postprocedural disorders of digestive system, not elsewhere classified"
842,https://icd.who.int/browse10/2019/en#/K90-K93,K92,Other diseases of digestive system
843,https://icd.who.int/browse10/2019/en#/K90-K93,K93,Disorders of other digestive organs in diseases classified elsewhere
844,https://icd.who.int/browse10/2019/en#/L00-L08,L00,Staphylococcal scalded skin syndrome
845,https://icd.who.int/browse10/2019/en#/L00-L08,L01,Impetigo
846,https://icd.who.int/browse10/2019/en#/L00-L08,L02,"Cutaneous abscess, furuncle and carbuncle"
